codigo,sensor,nombre,departamen,municipio,zona_hidro,latitud,longitud,categoria,unidad,dpto_cnmbr,mpio_cnmbr,depto_def,compara_dp,compara_mp,mpio_def,geometry,data,daily rain,1-rain ant.rain,2-rain ant.rain,3-rain ant.rain,15-rain ant.rain,30-rain ant.rain,prob_ep
22045010,240,DEMOSTRACION GRANJA,TOLIMA,CHAPARRAL,SALDAÑA,3.722444444,-75.50344444,PRECIPITACIÓN,mm,TOLIMA,CHAPARRAL,TOLIMA,T,T,CHAPARRAL,POINT (841581.7999809055 903507.9467633787),2025-11-03,34.2,0.0,0.6000000000000001,30.4,165.4,309.6,0.915
21195120,240,ITA VALSALICE,CUNDINAMARCA,FUSAGASUGÁ,ALTO MAGDALENA,4.39292,-74.39272,PRECIPITACIÓN,mm,CUNDINAMARCA,FUSAGASUGÁ,CUNDINAMARCA,T,T,FUSAGASUGÁ,POINT (965012.9730567769 977528.4004168937),2025-11-03,8.6,0.0,0.0,0.0,96.0,254.8,0.595
2120700154,240,MOLINOS,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.55322,-74.10789,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (996628.4845548929 995247.2389084495),2025-11-03,0.0,0.0,0.0,0.0,11.3,86.0,0.72
21205660,240,MERCEDES,CUNDINAMARCA,ANAPOIMA,ALTO MAGDALENA,4.5791,-74.52318,PRECIPITACIÓN,mm,CUNDINAMARCA,ANAPOIMA,CUNDINAMARCA,T,T,ANAPOIMA,POINT (950544.8180435643 998124.3682711511),2025-11-03,2.6,0.0,0.0,0.0,52.6,184.4,0.72
2120000130,240,COL. PAULO FREIRE,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.5328,-74.11684,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (995635.1755250228 992989.2173790678),2025-11-03,1.1,0.0,0.0,0.0,7.200000000000001,52.5,0.665
3505500121,240,PIDEMONTE CHINGAZA,CUNDINAMARCA,MEDINA,META,4.517247222,-73.439813889,PRECIPITACIÓN,mm,CUNDINAMARCA,MEDINA,CUNDINAMARCA,T,T,MEDINA,POINT (1070770.185111823 991300.2731130079),2025-11-03,0.0,1.5,1.5,1.5,31.3,75.8,0.67
24015300,240,VILLA DE LEIVA,BOYACÁ,VILLA DE LEYVA,SOGAMOSO,5.64326,-73.51774,PRECIPITACIÓN,mm,BOYACÁ,VILLA DE LEYVA,BOYACÁ,T,T,VILLA DE LEYVA,POINT (1062014.0563969666 1115816.9350384874),2025-11-03,0.0,0.0,0.0,0.0,1.4,3.2,0.615
23190380,240,PALMAS,SANTANDER,LEBRIJA,MEDIO MAGDALENA,7.211083333,-73.21788889,PRECIPITACIÓN,mm,SANTANDER,LEBRIJA,SANTANDER,T,T,LEBRIJA,POINT (1094943.948040025 1289259.4049974994),2025-11-03,0.2,0.2,0.3,0.3,125.79999999999998,195.1,0.825
27015260,240,LA SALADA,ANTIOQUIA,CALDAS,NECHÍ,6.048361111,-75.62466667,PRECIPITACIÓN,mm,ANTIOQUIA,CALDAS,ANTIOQUIA,T,T,CALDAS,POINT (828702.9615270039 1160829.3122652671),2025-11-03,5.4,1.8,5.9,8.3,178.4,327.90000000000003,0.82
2403500041,240,DUITAMA,BOYACÁ,DUITAMA,SOGAMOSO,5.78755,-73.05155,PRECIPITACIÓN,mm,BOYACÁ,DUITAMA,BOYACÁ,T,T,DUITAMA,POINT (1113636.8055013588 1131846.1010958639),2025-11-03,0.0,0.0,0.0,7.8,17.700000000000003,96.4,0.66
21015020,240,SEVILLA,HUILA,PITALITO,ALTO MAGDALENA,1.824833333,-76.13027778,PRECIPITACIÓN,mm,HUILA,PITALITO,HUILA,T,T,PITALITO,POINT (771552.7108124068 693678.2030094711),2025-11-03,16.5,0.2,0.2,1.1,32.4,68.49999999999999,0.77
52035040,240,VIENTO LIBRE,NARIÑO,TAMINANGO,PATÍA,1.62,-77.34,PRECIPITACIÓN,mm,NARIÑO,TAMINANGO,NARIÑO,T,T,TAMINANGO,POINT (636767.8851778836 671190.939721648),2025-11-03,8.7,0.4,0.4,0.5,63.6,123.0,0.715
21115100,240,PALACIO-VEGALARGA,HUILA,NEIVA,ALTO MAGDALENA,2.942638889,-75.06638889,PRECIPITACIÓN,mm,HUILA,NEIVA,HUILA,T,T,NEIVA,POINT (890056.9879981675 817199.2794741665),2025-11-03,13.0,0.0,0.0,0.0,33.39999999999999,67.30000000000001,0.74
24017640,240,LA CEIBA,SANTANDER,SOCORRO,SOGAMOSO,6.448888889,-73.30694444,PRECIPITACIÓN,mm,SANTANDER,SOCORRO,SANTANDER,T,T,SOCORRO,POINT (1085242.0851709556 1204943.2993455294),2025-11-03,0.0,0.0,3.2,4.4,74.00000000000001,170.80000000000004,0.855
25025330,240,COLEGIO AGROPECUARIO PAILITAS,CESAR,PAILITAS,CESAR,8.954222222,-73.63008333,PRECIPITACIÓN,mm,CESAR,PAILITAS,CESAR,T,T,PAILITAS,POINT (1049204.547969613 1481984.632240277),2025-11-03,1.0,0.0,0.0,0.0,1.0,1.4,0.655
23125100,240,BUENAVISTA,BOYACÁ,BUENAVISTA,MEDIO MAGDALENA,5.514916667,-73.94311111,PRECIPITACIÓN,mm,BOYACÁ,BUENAVISTA,BOYACÁ,T,T,BUENAVISTA,POINT (1014892.2067500962 1101596.0060953554),2025-11-03,0.0,0.0,0.0,1.2000000000000002,44.8,150.60000000000002,0.775
21057050,240,VEGA EL SALADO,HUILA,LA PLATA,ALTO MAGDALENA,2.331444444,-75.94216667,PRECIPITACIÓN,mm,HUILA,LA PLATA,HUILA,T,T,LA PLATA,POINT (792561.0670351001 749704.0961017766),2025-11-03,0.0,0.0,0.0,23.6,45.00000000000001,91.4,0.75
21130050,240,PEREZ HACIENDA,HUILA,AIPE,ALTO MAGDALENA,3.243555556,-75.25594444,PRECIPITACIÓN,mm,HUILA,AIPE,HUILA,T,T,AIPE,POINT (869016.554615508 850501.4084299003),2025-11-03,0.0,0.0,0.0,0.0,44.8,93.7,0.61
21215160,240,CERROS NOROCCIDENTALES,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.470361111,-75.24386111,PRECIPITACIÓN,mm,TOLIMA,IBAGUÉ,TOLIMA,T,T,IBAGUÉ,POINT (870545.6264724648 986187.2484154592),2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.61
11117010,240,EL AÑIL,ANTIOQUIA,URAMITA,ATRATO - DARIÉN,6.873888889,-76.14958333,PRECIPITACIÓN,mm,ANTIOQUIA,URAMITA,ANTIOQUIA,T,T,URAMITA,POINT (770935.81074726 1252375.2317952462),2025-11-03,37.6,0.0,3.7,14.1,88.50000000000001,152.09999999999997,0.91
24015517,240,CHIMA-24015517,SANTANDER,CHIMA,SOGAMOSO,6.354969444,-73.3683,PRECIPITACIÓN,mm,SANTANDER,CHIMA,SANTANDER,T,T,CHIMA,POINT (1078468.727697034 1194546.301471048),2025-11-03,29.2,0.0,26.9,34.0,156.70000000000002,280.70000000000005,0.925
24065010,240,HACIENDA LAS BRISAS,SANTANDER,PUERTO WILCHES,SOGAMOSO,7.246111111,-73.79,PRECIPITACIÓN,mm,SANTANDER,PUERTO WILCHES,SANTANDER,T,T,PUERTO WILCHES,POINT (1031751.4462073956 1293053.8323115334),2025-11-03,25.2,0.4,0.4,2.2,85.19999999999999,302.2,0.65
27011100,240,LAS BRISAS,ANTIOQUIA,SEGOVIA,NECHÍ,7.158805556,-74.82183333,PRECIPITACIÓN,mm,ANTIOQUIA,SEGOVIA,ANTIOQUIA,T,T,SEGOVIA,POINT (917781.4584635671 1283455.0673818886),2025-11-03,10.9,0.7000000000000001,0.8,9.6,165.8,381.2,0.775
26207030,240,PUENTE IGLESIAS,ANTIOQUIA,FREDONIA,CAUCA,5.829944444,-75.7055,PRECIPITACIÓN,mm,ANTIOQUIA,FREDONIA,ANTIOQUIA,T,T,FREDONIA,POINT (819679.9503212366 1136691.9842945682),2025-11-03,14.0,0.0,10.4,57.6,172.6,251.0,0.875
21185090,240,NATAIMA,TOLIMA,ESPINAL,ALTO MAGDALENA,4.188138889,-74.96047222,PRECIPITACIÓN,mm,TOLIMA,ESPINAL,TOLIMA,T,T,ESPINAL,POINT (901965.7233161746 954931.4031549712),2025-11-03,4.4,0.4,0.7000000000000001,0.8,101.6,369.1,0.585
2604500039,240,CORINTO,CAUCA,CORINTO,CAUCA,3.18,-76.25,PRECIPITACIÓN,mm,CAUCA,CORINTO,CAUCA,T,T,CORINTO,POINT (758471.2762882065 843651.46035524),2025-11-03,2.4,0.0,5.4,24.6,192.8,250.2,0.79
3502500135,257,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - PRECIPITACIÓN,mm,CUNDINAMARCA,GUAYABETAL,CUNDINAMARCA,T,T,GUAYABETAL,POINT (1029164.5390322116 959015.8775544795),2025-11-03,0.0,0.0,0.0,0.0,3.8,3.8,0.655
2120000124,240,COL RAFAEL URIBE,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.583176,-74.132461,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (993902.080421558 998559.975624599),2025-11-03,0.0,0.0,0.0,0.0,11.5,80.7,0.71
2120000101,240,ALTOS DE LA ESTANCIA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.58074,-74.17828,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (988817.6909510408 998291.1511190975),2025-11-03,0.2,0.0,0.0,0.0,17.0,49.8,0.535
26175040,240,HACIENDA TUNEZ,ANTIOQUIA,FREDONIA,CAUCA,5.80025,-75.65097222,PRECIPITACIÓN,mm,ANTIOQUIA,FREDONIA,ANTIOQUIA,T,T,FREDONIA,POINT (825711.9500757675 1133389.8344588997),2025-11-03,6.6,0.0,21.4,52.7,245.3,330.0,0.815
27037020,240,RETIRO EL,ANTIOQUIA,EL BAGRE,NECHÍ,7.56,-74.799,PRECIPITACIÓN,mm,ANTIOQUIA,EL BAGRE,ANTIOQUIA,T,T,EL BAGRE,POINT (920375.3476758214 1327823.5687332388),2025-11-03,13.4,0.2,25.0,29.8,211.40000000000003,467.0,0.8
24057070,240,PUENTE FERROCARRIL CIENEGA,SANTANDER,BARRANCABERMEJA,SOGAMOSO,7.109444444,-73.85472222,PRECIPITACIÓN,mm,SANTANDER,BARRANCABERMEJA,SANTANDER,T,T,BARRANCABERMEJA,POINT (1024611.0361538911 1277935.5188807617),2025-11-03,0.0,0.0,0.0,0.0,0.0,0.2,0.61
35060210,240,CLARAVAL,CUNDINAMARCA,JUNÍN,META,4.65025,-73.64144444,PRECIPITACIÓN,mm,CUNDINAMARCA,JUNÍN,CUNDINAMARCA,T,T,JUNÍN,POINT (1048384.0989463028 1005991.8108131818),2025-11-03,0.0,2.2,2.2,2.8000000000000003,76.3,192.9,0.825
26085170,240,BASE AEREA MARCO FIDEL SUAREZ,VALLE DEL CAUCA,FLORIDA,CAUCA,3.360416667,-76.299722222,PRECIPITACIÓN,mm,VALLE DEL CAUCA,FLORIDA,VALLE DEL CAUCA,T,T,FLORIDA,POINT (752984.8158228584 863628.344175499),2025-11-03,0.4,0.0,0.0,0.0,17.700000000000003,40.3,0.56
23175020,240,AEROPUERTO OTU,ANTIOQUIA,REMEDIOS,MEDIO MAGDALENA,7.01175,-74.71630556,PRECIPITACIÓN,mm,ANTIOQUIA,REMEDIOS,ANTIOQUIA,T,T,REMEDIOS,POINT (929416.2492192179 1267173.4993042918),2025-11-03,7.2,0.0,0.0,2.0,155.0,303.6,0.78
27025030,240,ANORI,ANTIOQUIA,ANORÍ,NECHÍ,7.0719,-75.1505,PRECIPITACIÓN,mm,ANTIOQUIA,ANORÍ,ANTIOQUIA,T,T,ANORÍ,POINT (881450.9733680899 1273914.187351509),2025-11-03,21.0,0.0,0.0,0.0,254.0,320.7,0.655
2401500080,240,PANELAS,BOYACÁ,MOTAVITA,SOGAMOSO,5.634380556,-73.386469444,PRECIPITACIÓN,mm,BOYACÁ,MOTAVITA,BOYACÁ,T,T,MOTAVITA,POINT (1076558.698169094 1114850.5421681595),2025-11-03,0.0,0.6000000000000001,0.6000000000000001,4.0,13.599999999999998,122.6,0.665
11117050,240,DABEIBA 2,ANTIOQUIA,DABEIBA,ATRATO - DARIÉN,7.010278056,-76.288333333,PRECIPITACIÓN,mm,ANTIOQUIA,DABEIBA,ANTIOQUIA,T,T,DABEIBA,POINT (755660.4668163375 1267538.2366132457),2025-11-03,16.400000000000002,0.0,6.4,18.6,233.6,300.40000000000003,0.86
23190700,240,PIEDECUESTA GRANJA,SANTANDER,PIEDECUESTA,MEDIO MAGDALENA,6.99333,-73.06778,PRECIPITACIÓN,mm,SANTANDER,PIEDECUESTA,SANTANDER,T,T,PIEDECUESTA,POINT (1111577.3393625922 1265208.0969683032),2025-11-03,0.0,0.0,0.0,4.6,90.8,179.79999999999998,0.84
2119500111,240,BASE AEREA MELGAR,TOLIMA,MELGAR,ALTO MAGDALENA,4.21,-74.64,PRECIPITACIÓN,mm,TOLIMA,MELGAR,TOLIMA,T,T,MELGAR,POINT (937550.501073765 957316.1440442256),2025-11-03,5.0,0.0,0.0,55.0,248.6,412.4000000000001,0.79
21215190,240,CAJAMARCA,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435666667,-75.50036111,PRECIPITACIÓN,mm,TOLIMA,CAJAMARCA,TOLIMA,T,T,CAJAMARCA,POINT (842063.810719002 982399.6824842991),2025-11-03,5.4,0.1,8.6,8.7,79.9,198.2,0.855
35160000,240,LAS CINTAS,BOYACÁ,SOGAMOSO,META,5.614277778,-72.86747222,PRECIPITACIÓN,mm,BOYACÁ,SOGAMOSO,BOYACÁ,T,T,SOGAMOSO,POINT (1134068.542339786 1112720.6630566646),2025-11-03,0.0,1.1,1.1,2.7,17.700000000000003,78.70000000000002,0.57
23037010,240,PUERTO SALGAR,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.469666667,-74.66216667,PRECIPITACIÓN,mm,CUNDINAMARCA,PUERTO SALGAR,CUNDINAMARCA,T,T,PUERTO SALGAR,POINT (935209.343501708 1096621.8914976665),2025-11-03,0.0,0.0,0.0,0.0,0.4,0.4,0.61
2120000140,240,FUNDACIÓN ANA RESTREPO DEL CORRAL,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.7055,-74.02263,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (1006088.5295900487 1012086.7594333764),2025-11-03,0.0,0.0,0.0,0.0,19.0,89.6,0.695
2120000123,240,COL. LA CHUCUA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.60356,-74.148507,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (992121.7441173986 1000814.2249290779),2025-11-03,2.3000000000000003,0.0,0.0,0.1,21.700000000000003,82.6,0.66
21095010,240,JUNCAL EL,HUILA,PALERMO,ALTO MAGDALENA,2.828805556,-75.33116667,PRECIPITACIÓN,mm,HUILA,PALERMO,HUILA,T,T,PALERMO,POINT (860601.1222520838 804638.4846496419),2025-11-03,0.0,0.0,0.0,1.2000000000000002,49.3,81.50000000000001,0.76
52025090,240,LA SIERRA,CAUCA,LA SIERRA,PATÍA,2.193833333,-76.75033333,PRECIPITACIÓN,mm,CAUCA,LA SIERRA,CAUCA,T,T,LA SIERRA,POINT (702570.7546256642 734615.9717033546),2025-11-03,15.8,3.4,3.6,14.9,130.1,236.8,0.805
2120700037,240,CASAS FISCALES ESCUELA DE ARTILLERÍA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.556439,-74.125173,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (994710.6042943943 995603.3038642444),2025-11-03,0.2,0.0,0.0,0.0,8.2,81.1,0.72
23147020,240,PUENTE FERROCARRIL OPÓN,SANTANDER,SIMACOTA,MEDIO MAGDALENA,6.773611111,-73.935,PRECIPITACIÓN,mm,SANTANDER,SIMACOTA,SANTANDER,T,T,SIMACOTA,POINT (1015753.927108216 1240791.9319249224),2025-11-03,5.1000000000000005,0.0,0.0,69.6,375.19999999999993,649.6999999999998,0.78
23067040,240,PUERTO LIBRE,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.759222222,-74.63175,PRECIPITACIÓN,mm,CUNDINAMARCA,PUERTO SALGAR,CUNDINAMARCA,T,T,PUERTO SALGAR,POINT (938610.4677220443 1128640.651439215),2025-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.61
21255090,240,ARMERO GRANJA,TOLIMA,ARMERO,ALTO MAGDALENA,5.0,-74.899991667,PRECIPITACIÓN,mm,TOLIMA,ARMERO,TOLIMA,T,T,ARMERO,POINT (908784.5101821531 1044710.0493688462),2025-11-03,0.0,0.0,0.0,4.8,90.4,289.9000000000001,0.71
2120500135,240,UNIVERSIDAD DE LA SABANA,CUNDINAMARCA,CHÍA,ALTO MAGDALENA,4.85414,-74.03269,PRECIPITACIÓN,mm,CUNDINAMARCA,CHÍA,CUNDINAMARCA,T,T,CHÍA,POINT (1004971.3331101603 1028523.5912215777),2025-11-03,0.0,0.2,0.2,0.2,73.4,112.4,0.725
24027070,240,MERIDA,SANTANDER,PÁRAMO,SOGAMOSO,6.444722222,-73.15833333,PRECIPITACIÓN,mm,SANTANDER,PÁRAMO,SANTANDER,T,T,PÁRAMO,POINT (1101684.0024556872 1204509.6883341225),2025-11-03,0.0,0.0,0.6,2.8000000000000003,180.40000000000003,540.6,0.73
26075120,240,LA DIANA,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,PRECIPITACIÓN,mm,VALLE DEL CAUCA,FLORIDA,VALLE DEL CAUCA,T,T,FLORIDA,POINT (765654.7113634571 858470.248158641),2025-11-03,0.3,1.6,23.4,25.4,91.8,117.8,0.85
44015060,240,ACUEDUCTO MOCOA,PUTUMAYO,MOCOA,CAQUETÁ,1.157333333,-76.65183333,PRECIPITACIÓN,mm,PUTUMAYO,MOCOA,PUTUMAYO,T,T,MOCOA,POINT (713388.4549923437 619869.1211296213),2025-11-03,13.8,0.3,7.3,42.2,144.60000000000002,321.2,0.845
2120000173,240,COLEGIO CARLO FEDERICI,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.67168,-74.15894,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (990964.9343001279 1008347.1702459971),2025-11-03,3.2,0.0,0.0,0.0,34.00000000000001,101.1,0.65
26125300,240,CALARCA,QUINDÍO,CALARCÁ,CAUCA,4.528305556,-75.59638889,PRECIPITACIÓN,mm,QUINDIO,CALARCÁ,QUINDÍO,T,T,CALARCÁ,POINT (831423.5904160145 992668.5415737415),2025-11-03,13.4,0.0,0.6000000000000001,0.6000000000000001,95.2,141.79999999999998,0.74
35025060,240,LA BOLSA,CUNDINAMARCA,CHOACHÍ,META,4.575416667,-73.98141667,PRECIPITACIÓN,mm,CUNDINAMARCA,CHOACHÍ,CUNDINAMARCA,T,T,CHOACHÍ,POINT (1010662.9720499888 997702.4176813959),2025-11-03,0.0,0.6000000000000001,0.6000000000000001,1.6,20.0,50.2,0.445
35020300,240,GUTIERREZ,CUNDINAMARCA,GUTIÉRREZ,META,4.253916667000001,-74.00269444,PRECIPITACIÓN,mm,CUNDINAMARCA,GUTIÉRREZ,CUNDINAMARCA,T,T,GUTIÉRREZ,POINT (1008305.4102244992 962150.3608301543),2025-11-03,2.1,0.0,0.0,0.0,23.599999999999994,116.5,0.735
24017600,240,MONIQUIRA,BOYACÁ,MONIQUIRÁ,SOGAMOSO,5.878138889,-73.57025,PRECIPITACIÓN,mm,BOYACÁ,MONIQUIRÁ,BOYACÁ,T,T,MONIQUIRÁ,POINT (1056173.4792359148 1141786.8034300467),2025-11-03,4.800000000000001,0.2,0.2,16.2,166.60000000000002,364.6,0.745
26075150,240,AEROPUERTO A. BONILLA,VALLE DEL CAUCA,PALMIRA,CAUCA,3.532991667,-76.3825,PRECIPITACIÓN,mm,VALLE DEL CAUCA,PALMIRA,VALLE DEL CAUCA,T,T,PALMIRA,POINT (743824.8081850258 882748.1679363642),2025-11-03,14.8,0.0,0.0,0.0,73.0,276.9,0.64
21245140,240,SANTA ISABEL,TOLIMA,SANTA ISABEL,ALTO MAGDALENA,4.711861111,-75.09445556,PRECIPITACIÓN,mm,TOLIMA,SANTA ISABEL,TOLIMA,T,T,SANTA ISABEL,POINT (887168.0650074128 1012872.2038545184),2025-11-03,8.2,0.0,5.4,5.800000000000001,98.20000000000002,263.4,0.695
47017070,240,EL EDEN,PUTUMAYO,SANTIAGO,PUTUMAYO,1.106305556,-76.985,PRECIPITACIÓN,mm,PUTUMAYO,SANTIAGO,PUTUMAYO,T,T,SANTIAGO,POINT (676259.5844989875 614255.3210469835),2025-11-03,4.8,0.2,2.4000000000000004,3.8000000000000007,87.60000000000002,194.8,0.775
35075030,240,VILLA LUISA,BOYACÁ,JENESANO,META,5.422222222,-73.34941667,PRECIPITACIÓN,mm,BOYACÁ,JENESANO,BOYACÁ,T,T,JENESANO,POINT (1080692.6353824993 1091392.2212444434),2025-11-03,0.0,0.0,0.0,0.0,7.000000000000001,33.8,0.64
26055120,240,UNIVERSIDAD DEL VALLE,VALLE DEL CAUCA,CALI,CAUCA,3.378,-76.53388889,PRECIPITACIÓN,mm,VALLE DEL CAUCA,CALI,VALLE DEL CAUCA,T,T,CALI,POINT (726945.2110187162 865636.8297743208),2025-11-03,2.8,0.0,0.0,0.0,111.6,255.2,0.55
24015510,240,CONFINES-,SANTANDER,CONFINES,SOGAMOSO,6.354991667,-73.23896667,PRECIPITACIÓN,mm,SANTANDER,CONFINES,SANTANDER,T,T,CONFINES,POINT (1092779.4475170826 1194570.1555344863),2025-11-03,0.0,0.0,8.4,12.7,115.5,250.2,0.805
2120000120,240,COL. GUSTAVO MORALES,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.716619,-74.064401,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (1001454.1472351056 1013316.0925710599),2025-11-03,1.2000000000000002,0.0,0.0,0.0,50.4,187.7,0.715
26255030,240,SANTA ISABEL VALDIVIA,ANTIOQUIA,VALDIVIA,CAUCA,7.157222222,-75.442275,PRECIPITACIÓN,mm,ANTIOQUIA,VALDIVIA,ANTIOQUIA,T,T,VALDIVIA,POINT (849236.8834421249 1283437.1540130563),2025-11-03,51.1,2.5,30.1,41.5,281.50000000000006,490.8,0.91
23057140,240,SAN MIGUEL,ANTIOQUIA,SONSÓN,MEDIO MAGDALENA,5.731027778,-74.72583333,PRECIPITACIÓN,mm,ANTIOQUIA,SONSÓN,ANTIOQUIA,T,T,SONSÓN,POINT (928185.5740836079 1125533.5356215276),2025-11-03,3.5,0.1,0.1,4.199999999999999,12.3,19.0,0.405
11027030,240,EL SIETE,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.862,-76.15205556,PRECIPITACIÓN,mm,CHOCÓ,EL CARMEN DE ATRATO,CHOCO,T,T,EL CARMEN,POINT (770212.5189136957 1140401.620095605),2025-11-03,2.2,4.3,5.0,5.1,32.599999999999994,46.2,0.66
23085260,240,LA SELVA,ANTIOQUIA,RIONEGRO,MEDIO MAGDALENA,6.131916667,-75.41455556,PRECIPITACIÓN,mm,ANTIOQUIA,RIONEGRO,ANTIOQUIA,T,T,RIONEGRO,POINT (851993.2400636624 1170010.2083872536),2025-11-03,9.6,4.5,6.4,9.7,74.39999999999999,162.7,0.925
21201580,240,PASQUILLA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.44647201,-74.154839,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (991417.2776646883 983443.3056447206),2025-11-03,0.0,0.0,0.0,0.9,7.300000000000002,64.9,0.74
2120000107,240,LA FISCALA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.53602,-74.10654,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (996778.2184003029 993345.2350479328),2025-11-03,0.3,0.0,0.0,0.0,8.6,49.50000000000001,0.635
2120000126,240,COL. CIUDAD DE VILLAVICENCIO,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.48706,-74.10213,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (997267.4269919922 987931.1635046203),2025-11-03,0.1,0.0,0.0,1.1,7.6,43.6,0.64
23180070,240,SABANA DE TORRES,SANTANDER,SABANA DE TORRES,MEDIO MAGDALENA,7.39,-73.48944444,PRECIPITACIÓN,mm,SANTANDER,SABANA DE TORRES,SANTANDER,T,T,SABANA DE TORRES,POINT (1064923.8720453542 1308999.641742907),2025-11-03,0.4,0.0,0.0,2.4,299.6,399.2,0.695
23195110,240,LLANO GRANDE,SANTANDER,GIRÓN,MEDIO MAGDALENA,7.025555556,-73.16722222,PRECIPITACIÓN,mm,SANTANDER,GIRÓN,SANTANDER,T,T,GIRÓN,POINT (1100580.8736148581 1268749.9657283686),2025-11-03,0.0,0.0,0.0,0.2,53.3,91.5,0.72
5204700100,240,PUENTE LOS DOLORES,NARIÑO,PASTO,PATÍA,1.199805556,-77.265694444,PRECIPITACIÓN,mm,NARIÑO,PASTO,NARIÑO,T,T,PASTO,POINT (644985.6640127292 624642.3427544737),2025-11-03,20.2,0.0,0.0,0.2,75.19999999999999,82.60000000000001,0.87
2120000129,240,COL. OFELIA URIBE ACOSTA,BOGOTÁ,BOGOTÁ D.C,ALTO MAGDALENA,4.50643,-74.10251,PRECIPITACIÓN,mm,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",BOGOTÁ,T,T,BOGOTÁ D.C,POINT (997225.3276516206 990073.1210698243),2025-11-03,0.1,0.0,0.0,0.0,6.4,34.9,0.63
21209920,240,SANTA ROSITA,CUNDINAMARCA,SUESCA,ALTO MAGDALENA,5.1059444,-73.753694444,PRECIPITACIÓN,mm,CUNDINAMARCA,SUESCA,CUNDINAMARCA,T,T,SUESCA,POINT (1035904.8528017179 1056377.6531412178),2025-11-03,0.1,0.1,0.1,0.1,15.7,43.8,0.57
21255170,240,MURILLO,TOLIMA,MURILLO,ALTO MAGDALENA,4.870555556,-75.173277778,PRECIPITACIÓN,mm,TOLIMA,MURILLO,TOLIMA,T,T,MURILLO,POINT (878449.6362985293 1030437.3910222278),2025-11-03,0.0,0.0,5.4,9.4,11.8,49.50000000000001,0.585
23155030,240,AEROPUERTO YARIGUIES,SANTANDER,BARRANCABERMEJA,MEDIO MAGDALENA,7.026388889,-73.80861111,PRECIPITACIÓN,mm,SANTANDER,BARRANCABERMEJA,SANTANDER,T,T,BARRANCABERMEJA,POINT (1029710.2474768234 1268752.9209584915),2025-11-03,53.0,0.3,0.8,21.6,210.4,524.5,0.805
