codigoestacion,data,daily rain,1-rain ant.rain,2-rain ant.rain,3-rain ant.rain,15-rain ant.rain,30-rain ant.rain
2612500124,2025-11-02,0.0,0.0,0.4,0.4,206.8,268.79999999999995
2612500130,2025-11-02,0.2,0.4,17.2,21.6,250.79999999999995,406.2
2612500214,2025-11-02,0.5,2.4,5.2,7.4,179.3,324.9
2613500126,2025-11-02,1.1,1.1,1.6,2.3,67.4,192.1
2619700161,2025-11-02,1.6,26.599999999999998,26.599999999999998,41.199999999999996,99.19999999999999,144.20000000000002
2620500209,2025-11-02,0.1,22.1,22.8,22.8,101.1,185.4
2620500210,2025-11-02,0.2,18.5,18.7,19.2,829.6,1728.0
2620500211,2025-11-02,0.0,15.6,17.1,17.1,170.90000000000003,292.3
2621500070,2025-11-02,0.4,0.0,6.6,10.4,136.7,253.0
2629700151,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
2633500119,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
2633700150,2025-11-02,0.0,1.2000000000000002,1.4000000000000001,3.0,63.199999999999996,161.4
2636700098,2025-11-02,0.0,3.8,5.2,10.8,94.60000000000001,269.4
2701500213,2025-11-02,0.2,0.0,0.0,2.4,183.1,248.80000000000004
3502500135,2025-11-02,0.0,0.0,0.0,0.0,3.8,3.8
3503500062,2025-11-02,0.0,0.0,0.0,0.0,0.2,0.30000000000000004
3505500121,2025-11-02,1.5,0.0,0.0,3.8,34.6,74.3
3516700232,2025-11-02,1.5,1.1,2.6,3.5,19.8,62.400000000000006
3701500114,2025-11-02,0.2,0.0,0.0,0.0,20.6,71.8
3701500117,2025-11-02,0.0,0.0,0.0,0.0,0.0,0.0
5204700100,2025-11-02,0.0,0.0,0.2,0.2,75.19999999999999,82.6
5205500123,2025-11-02,0.2,0.0,0.0,0.0,2.2,3.6000000000000005
